id,organization,name,url,opens,deadline,amount,other_benefits,eligibility,area,flags,notes,last_verified
center-for-democracy-technology-cdt-cdt-non-resident,Center for Democracy & Technology (CDT),CDT Non-Resident Fellows Program,https://cdt.org/about/fellows/,Annual,Fall 2026,Funded — verify amount on website,Non-resident fellowship supporting independent research on digital rights and technology policy.,Post-doc opportunity,AI and Tech Policy,,"Post doc opportunity, pass. Imported from personal research tracker; verify all details before applying.",2026-07-01
american-association-of-university-women-aauw-american-fellowships,American Association of University Women (AAUW),American Fellowships (Dissertation),https://www.aauw.org/resources/programs/fellowships-grants/current-opportunities/american/,"Aug 17, 2026","Sep 30, 2026",Funded — verify amount on website,Supports women completing doctoral dissertations across disciplines with a one-year funding award.,Women applicants only,Education Research,,Women applicants only; not eligible. Imported from personal research tracker; verify all details before applying.,2026-07-01
association-for-the-study-of-higher-education-ashe,Association for the Study of Higher Education (ASHE),Graduate Student Policy Seminar,https://www.ashe.ws/cpphe,Verify,Verify,Funded — verify amount on website,Seminar introducing graduate students to higher-education policy research and engagement.,Higher-ed policy focus,Education Research,,Higher-ed policy focus did not align with AI/legislative priority direction. Imported from personal research tracker; verify all details before applying.,2026-07-01
association-for-the-study-of-higher-education-ashe-2,Association for the Study of Higher Education (ASHE),CEP Mentor-Protégé Program,https://www.ashe.ws/cep,Verify,"Sep 30, 2026",Funded — verify amount on website,Mentorship program pairing scholars of color with senior mentors in higher-education research.,Scholars of color; narrow eligibility,Education Research,,Imported from personal research tracker; verify all details before applying.,2026-07-01
brookings-institution-nonresident-fellow-appointments,Brookings Institution,Nonresident Fellow Appointments,https://www.brookings.edu/about-us/careers/,Rolling,Rolling,Unfunded / non-monetary,Unpaid nonresident appointment for established researchers affiliating with Brookings' technology program.,Non-doctoral interns only,AI and Tech Policy,"Only internships, and only for non doctoral students.",Imported from personal research tracker; verify all details before applying.,2026-07-01
kettering-foundation-research-fellows-program,Kettering Foundation,Research Fellows Program,https://kettering.org/,Verify,Verify,Funded — verify amount on website,Nomination-only fellowship convening senior scholars on democracy and public-policy research.,Nomination/invitation only,Nonprofit Governance,Nomination or invitation required — not an open application.,Senior scholars by nomination only; not open application. Imported from personal research tracker; verify all details before applying.,2026-07-01
metagov-public-ai-fellow-canada,Metagov,Public AI Fellow (Canada),https://metagov.org/join/jobs/public-ai-fellow-canada,Rolling,Rolling,Funded — verify amount on website,"Fellowship supporting work on public AI infrastructure and governance, focused on Canada.",Canada-focused; verify eligibility,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.",Canada-focused; verify non-Canadian eligibility. Imported from personal research tracker; verify all details before applying.,2026-07-01
secure-program-synthesis-fellowship-secure-program-synthesis-fellowship,Secure Program Synthesis Fellowship,Secure Program Synthesis Fellowship,https://tally.so/r/44PVxB,Verify,Verify,Unfunded / non-monetary,Technical fellowship focused on formal methods and secure program synthesis research.,Highly technical (formal methods/PL),AI and Tech Policy,,Highly technical (formal methods/PL); fit caveat. Imported from personal research tracker; verify all details before applying.,2026-07-01
stanford-institute-for-human-centered-ai-hai-hai,Stanford Institute for Human-Centered AI (HAI),HAI Policy Fellowship,https://hai.stanford.edu/policy/student-opportunities/tech-ethics-policy-fellowships,Fall 2026,"Nov 14, 2026",Unfunded / non-monetary,Policy fellowship open only to Stanford students working on human-centered AI.,Stanford students only,AI and Tech Policy,,Eligibility unclear — verify on website. Only for stanford students. Imported from personal research tracker; verify all details before applying.,2026-07-01
stanford-knight-hennessy-scholars-knight-hennessy-scholars,Stanford Knight-Hennessy Scholars,Knight-Hennessy Scholars,https://knight-hennessy.stanford.edu/,Rolling,"Oct 6, 2026",Funded — verify amount on website,Fully funded graduate scholarship supporting leadership development across Stanford's schools. Time commitment: 24.,Stanford graduate students only,AI and Tech Policy,Stanford graduate students only; verify whether visiting or transfer status enables eligibility. Fully funded for up to three years.,Imported from personal research tracker; verify all details before applying.,2026-07-01
united-nations-university-institute-on-comparative-regional-integration,United Nations University Institute on Comparative Regional Integration Studies (UNU-CRIS),Visiting Fellow Programme,https://cris.unu.edu/visiting-fellows,Rolling,Rolling,Unfunded / non-monetary,Visiting fellowship supporting research on global governance and AI regulation in Europe.,Unstipended; international doctoral,AI and Tech Policy,,Unstipended (verify). Brussels-based; global governance; AI Act implementation work; international doctoral eligible. Imported from personal research tracker; verify all details before applying.,2026-07-01
vanderbilt-policy-accelerator-vpa-vpa-senior-fellows-affiliated,Vanderbilt Policy Accelerator (VPA),VPA Senior Fellows / Affiliated Scholarship,https://www.vanderbilt.edu/vanderbilt-policy-accelerator/people/,Verify,Verify,Funded — verify amount on website,Invitation-only affiliation for senior scholars at Vanderbilt's policy accelerator.,Invitation/relationship only,AI and Tech Policy,Nomination or invitation required — not an open application.,Not an open application; relationship-only. Imported from personal research tracker; verify all details before applying.,2026-07-01
vanderbilt-university-initiative-on-the-future-of-learning,Vanderbilt University,Initiative on the Future of Learning & Generative AI,https://www.vanderbilt.edu/generative-ai/future-learning-initiative/,Verify,Verify,Funding status unclear — verify on website,Internal Vanderbilt initiative on generative AI and the future of learning; not an open fellowship.,Internal Vanderbilt program; not a fellowship,AI and Tech Policy,Nomination or invitation required — not an open application.,Not a fellowship; internal Vanderbilt program. Imported from personal research tracker; verify all details before applying.,2026-07-01
vanderbilt-university-grand-challenge-initiative-artificial-intelligence,Vanderbilt University,Grand Challenge Initiative: Artificial Intelligence,https://as.vanderbilt.edu/gci-ai/,Verify,Verify,Unfunded / non-monetary,Internal Vanderbilt grand-challenge initiative on artificial intelligence; not an open fellowship.,Internal Vanderbilt program; not a fellowship,AI and Tech Policy,Nomination or invitation required — not an open application.,Not a fellowship; internal Vanderbilt program. Imported from personal research tracker; verify all details before applying.,2026-07-01
iu-lilly-family-school-of-philanthropy-lilly-family,IU Lilly Family School of Philanthropy,Lilly Family School Research Fund,https://philanthropy.indianapolis.iu.edu/admissions/financial-aid-scholarships/dissertation-fellowship/index.html,Annual,"Nov 15, 2026",Funded — verify amount on website,"Funding supporting doctoral dissertation research on philanthropy, nonprofits, and the social sector.",Doctoral thesis/dissertation research in philanthropy/nonprofit; up to $2K/yr,Nonprofit Governance,Matches nonprofit-governance + org-theory lane; IU students only.,Imported from personal research tracker; verify all details before applying.,2026-07-01
open-technology-fund-otf-information-controls-fellowship,Open Technology Fund (OTF),Information Controls Fellowship,https://www.opentech.fund/,Annual,Annual,Funded — verify amount on website,Fellowship supporting research and development addressing internet censorship and information controls. Time commitment: 12.,Researchers on internet freedom / information controls; hosted at academic or civil-society orgs,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.","Supports research on censorship, surveillance, governance of digital/AI systems; verify program is currently funded/operating and open-application. Source: opentech.fund. Imported from personal research tracker; verify all details before applying.",2026-07-01
govern-for-america-gfa-govern-for-america-fellowship,Govern For America (GFA),Govern For America Fellowship,https://www.govforamerica.org/fellowship-program,"Nov 1, 2026","Dec 8, 2026",Funded — verify amount on website,"Two-year program placing emerging leaders in full-time, paid state and local government roles. Time commitment: 24.",US work authorization; 2-yr commitment,Public Policy and Government,"Open to undergraduate students, as well as graduate students/professionals, per source.",Imported from personal research tracker; verify all details before applying.,2026-07-01
new-america-public-interest-technology-fellowship,New America,Public Interest Technology Fellowship,https://www.newamerica.org/fellowships/new-america-fellows/,Annual,2027-02,Funded — verify amount on website,Fellowship supporting public-interest technologists working on technology policy from a DC think tank.,Flexible eligibility for policy researchers,AI and Tech Policy,,DC think tank; public-interest tech focus; flexible eligibility for policy researchers. Imported from personal research tracker; verify all details before applying.,2026-07-01
aspen-institute-aspen-tech-policy-hub-fellowship,Aspen Institute,Aspen Tech Policy Hub Fellowship,https://aspenpolicyacademy.org/program/science-and-technology-policy-fellowship/,"Dec 18, 2026","Feb 5, 2027",Funded — verify amount on website,Project-driven fellowship training technologists to develop actionable technology policy at UC Berkeley.,Accepts policy backgrounds,AI and Tech Policy,,Berkeley-based cohort; project-driven tech policy training; accepts policy backgrounds. Imported from personal research tracker; verify all details before applying.,2026-07-01
gradel-institute-for-charity-oxford-penn-social-impact,Gradel Institute for Charity,Oxford Penn Social Impact Doctoral Fellowship Program,https://www.gradelinstituteofcharity.co.uk/doctoral-fellows,Verify,Verify,Funded — verify amount on website,Doctoral fellowship supporting social-impact and charity-sector research at Oxford.,Doctoral; Oxford-based,Nonprofit Governance,,Imported from personal research tracker; verify all details before applying.,2026-07-01
jams-foundation-association-for-conflict-resolution-acr-jams,JAMS Foundation / Association for Conflict Resolution (ACR),JAMS Fellowship Program,https://www.jamsadr.com/jams-fellowship-program,Verify,Verify,Funded — verify amount on website,Grant program funding conflict-resolution research and practice through nonprofit partners.,Requires nonprofit partner,Open Field,,Organizational grant; requires nonprofit partner. Imported from personal research tracker; verify all details before applying.,2026-07-01
paragon-fellowship-paragon-policy-fellowship,Paragon Fellowship,Paragon Policy Fellowship,https://www.paragonfellowship.org/,Fall 2026,Verify,Unfunded / non-monetary,Remote part-time fellowship pairing students with state and local governments on tech-policy projects.,Unpaid; remote; 8-10 hrs/week,Public Policy and Government,"Open to undergraduate students, as well as graduate students/professionals, per source.",Imported from personal research tracker; verify all details before applying.,2026-07-01
horowitz-foundation-for-social-policy-dissertation-research-grant,Horowitz Foundation for Social Policy,Dissertation Research Grant,https://www.horowitz-foundation.org/,Annual,"Dec 1, 2026",Funded — verify amount on website,Grant supporting doctoral dissertation research in social policy.,Dissertation proposal stage prerequisite,Public Policy and Government,,Dissertation proposal stage prerequisite; defer to future cycle. Imported from personal research tracker; verify all details before applying.,2026-07-01
anthropic-anthropic-institute-fellows,Anthropic,Anthropic Institute Fellows,https://job-boards.greenhouse.io/anthropic/jobs/5023394008,Rolling,Rolling,Funded — verify amount on website,"Four-month full-time empirical AI research fellowship; Economics workstream applies economics/social-science methods to AI's societal impact, with Anthropic researcher mentorship. Time commitment: 4.",Technical: Python fluency required; CS/math/physics background,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.","Technical fit caveat; $3,850/wk + $15K/mo compute; US/UK/CA only. Imported from personal research tracker; verify all details before applying.",2026-07-01
american-society-for-public-administration-aspa-founders-fellows,American Society for Public Administration (ASPA),Founders' Fellows Program,https://aspanet.secure-platform.com/a/page/FF-2026,"Sep 1, 2026","Nov 17, 2026",Funded — verify amount on website,Pre-dissertation fellowship supporting early-stage public-administration scholars; requires ASPA membership.,ASPA membership required,Public Policy and Government,,Strongest pre-dissertation fit; ASPA membership required. Imported from personal research tracker; verify all details before applying.,2026-07-01
center-for-advanced-study-in-the-behavioral-sciences,"Center for Advanced Study in the Behavioral Sciences (CASBS), Stanford",CASBS Fellowship,https://casbs.stanford.edu/apply-casbs-fellowship,"Aug 15, 2026","Oct 30, 2026",Funded — verify amount on website,Year-long residential fellowship giving advanced scholars time and community for behavioral-science research. Time commitment: 12.,Advanced-stage; post-defense target,AI and Tech Policy,,Stipend + Stanford housing. Year-long residential; advanced-stage researchers; has hosted AI governance scholars; post-defense target. Imported from personal research tracker; verify all details before applying.,2026-07-01
council-on-foreign-relations-cfr-international-affairs-fellowship,Council on Foreign Relations (CFR),International Affairs Fellowship,https://www.cfr.org/fellowships/international-affairs-fellowship-iaf,Fall 2026,"Oct 15, 2026",Funded — verify amount on website,Fellowship placing mid-career professionals in policy or academic settings to bridge research and foreign affairs.,Mid-career professionals,AI and Tech Policy,,Stipendiary. Mid-career professionals; policy-academic bridge; foreign policy/tech overlap; verify stage fit. Imported from personal research tracker; verify all details before applying.,2026-07-01
eth-zurich-visiting-researcher-program,ETH Zurich,Visiting Researcher Program,https://www.internationals.uzh.ch/en/visit/visiting-scholars.html,Verify,Verify,Funding status unclear — verify on website,Visiting research program hosting doctoral scholars working on AI and technology regulation in Europe.,Doctoral visiting; verify funding,AI and Tech Policy,,Eligibility unclear — verify on website. Stipendiary (verify). Swiss-based; AI/tech regulation focus including EU AI Act implementation; doctoral visiting. Imported from personal research tracker; verify all details before applying.,2026-07-01
inter-university-consortium-for-political-and-social-research,Inter-university Consortium for Political and Social Research (ICPSR),Clifford C. Clogg Scholarship,https://www.icpsr.umich.edu/sites/icpsr/sumprog/scholarships,Annual (~Jan 2027),"Mar 1, 2027",Funded — verify amount on website,Scholarship funding returning ICPSR Summer Program attendees to take advanced quantitative methods training. Time commitment: 1.,Must have attended a prior ICPSR General Session,Data Analysis,,"Open to students, faculty, and researchers from all disciplines who have previously attended a General Session of the ICPSR Summer Program. Imported from personal research tracker; verify all details before applying.",2026-07-01
vanderbilt-university-travel-and-research-grants,Vanderbilt University,Travel and Research Grants,https://gradschool.vanderbilt.edu/costandfunding/internal-funding-opportunities/,Rolling,Rolling,Funded — verify amount on website,"Internal Vanderbilt grant reimbursing graduate students up to $1,000 to present research at conferences. Time commitment: 1.",1 yr at Vanderbilt; first author/presenter; DGS approval; exhaust dept funding first,Data Analysis,,"Up to $1,000 per trip. Must have completed one full year at Vanderbilt and be first author/presenter. Limit one grant per budget year (July 1–June 30); maximum three grants during your Vanderbilt tenure. Requires DGS approval and must exhaust departmental funding first. Imported from personal research tracker; verify all details before applying.",2026-07-01
vanderbilt-university-gli-professional-development-training-grants,Vanderbilt University,GLI Professional Development & Training Grants,https://gradschool.vanderbilt.edu/student-resources/professional-development/gli/gli-funding-opportunities/,"Oct 5, 2026","Oct 26, 2026",Funded — verify amount on website,Vanderbilt Graduate Leadership Institute grants funding professional development and training activities. Time commitment: 1.,Vanderbilt graduate students; GLI program,Data Analysis,,Vanderbilt GLI Professional Development & Training Grants. See https://gradschool.vanderbilt.edu/student-resources/professional-development/gli/gli-funding-opportunities/. Imported from personal research tracker; verify all details before applying.,2026-07-01
ewing-marion-kauffman-foundation-kauffman-research-grant,Ewing Marion Kauffman Foundation,Kauffman Research Grant,https://www.kauffman.org/funding/grants/research/,Summer 2026,LOI: Summer 2026,Funded — verify amount on website,Research grants supporting scholarship that sustains and expands entrepreneurship and business ownership. Time commitment: Verify.,Entrepreneurship research focus,Public Policy and Government,,"Research Section grant. Strategic priority ENTREPRENEURSHIP: supporting and sustaining business ownership. Application window June 1, 2026. https://www.kauffman.org/funding/grants/research/. Imported from personal research tracker; verify all details before applying.",2026-07-01
ewing-marion-kauffman-foundation-kauffman-project-grant,Ewing Marion Kauffman Foundation,Kauffman Project Grant,https://www.kauffman.org/funding/grants/project/,Fall 2026,LOI: Fall 2026,Funded — verify amount on website,Project grants funding applied initiatives that advance entrepreneurship and economic opportunity. Time commitment: Verify.,Project-based; entrepreneurship focus,Public Policy and Government,,Project Section grant. Application window Fall 2026. https://www.kauffman.org/funding/grants/project/. Imported from personal research tracker; verify all details before applying.,2026-07-01
echoing-green-echoing-green-fellowship,Echoing Green,Echoing Green Fellowship,https://echoinggreen.org/fellowship/,Mid-Sep 2026,Early Oct 2026,Funded — verify amount on website,Fellowship supporting emerging social entrepreneurs and leaders driving public-interest change. Time commitment: 18.,Original founder; early-stage org (<5 yrs); any nationality; no degree req; $100K over 18 mo,Nonprofit Governance,"Open to undergraduate students, as well as graduate students/professionals, per source.","Capacity-building + ~1,000-member network; fits founder track (Tarrant County Mediation Center, HRI). 2026 deadline Oct 8, 2 PM ET; notifications Jun/Jul. Source: echoinggreen.org. Imported from personal research tracker; verify all details before applying.",2026-07-01
aaas-via-vanderbilt-sponsorship-case-workshop,AAAS (via Vanderbilt sponsorship),CASE Workshop,https://www.aaas.org/programs/catalyzing-advocacy-in-science-and-engineering,Annual (~Jan 2027),~Feb 2027,Funded — verify amount on website,Workshop introducing scientists and engineers to careers in science and technology policy. Time commitment: 1.,Full-time doctoral student; nominated by home university; STEM/SBE; 3.5-day DC workshop,Public Policy and Government,,"Congress, budget/appropriations, science advocacy + Hill visits; apply via Vanderbilt internal selection (Grad School); 2026 workshop Apr 12-15, internal apps ~mid-Feb. Source: aaas.org CASE. Too introductory. Focused on traditional sciences. Imported from personal research tracker; verify all details before applying.",2026-07-01
harvard-ai-safety-student-team-aisst-governance-policy,Harvard AI Safety Student Team (AISST),"Governance, Policy & Strategy (GPS) Fellowship",https://aisst.ai/policy-fellowship,Fall 2026,Fall 2026,Unfunded / non-monetary,"Student-run Harvard fellowship developing AI governance, policy, and strategy skills through guided projects.",Harvard-affiliated; virtual option,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.",Virtual option; ~50% historical acceptance rate. Imported from personal research tracker; verify all details before applying.,2026-07-01
harvard-ai-safety-student-team-aisst-introductory-technical,Harvard AI Safety Student Team (AISST),Introductory Technical Fellowship,https://aisst.ai/tech-fellowship,Fall 2026,Fall 2026,Unfunded / non-monetary,Student-run Harvard fellowship introducing participants to technical AI safety research fundamentals.,Assumes ML familiarity,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.",Technical AI safety focus; assumes ML familiarity. Imported from personal research tracker; verify all details before applying.,2026-07-01
base-research-base-fellows-fall-2026,BASE Research,BASE Fellows Fall 2026,https://www.baseresearch.org/base-fellowship,"Mar 1, 2026","Jan 9, 2026",Funded — verify amount on website,Diversity-focused fellowship supporting Black researchers entering AI safety and ethics work.,Black researchers; governance track,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.",Diversity-focused (Black researchers); governance track fits profile. Imported from personal research tracker; verify all details before applying.,2026-07-01
effective-thesis-effective-thesis-fellowship-specialist-track,Effective Thesis,Effective Thesis Fellowship (Specialist Track),https://www.effectivethesis.org/key-services/effective-thesis-fellowship,Annual,"Jun 3, 2026",Funded — verify amount on website,Virtual fellowship guiding researchers to pursue high-impact thesis projects in priority areas. Time commitment: 3.,Virtual; ~10 hrs/week; SRC-compatible,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.",Virtual; ~10 hrs/week for 3 months; SRC-compatible. Imported from personal research tracker; verify all details before applying.,2026-07-01
new-jersey-innovation-authority-njia-data-policy-graduate,New Jersey Innovation Authority (NJIA),Data & Policy Graduate Fellow - AI Policy & Public Projects,https://jobs.lever.co/NJStateOfficeofInnovation/,Rolling,Rolling,Funded — verify amount on website,Full-time salaried fellowship advancing AI policy and public-interest projects in NJ state government.,Full-time salaried; not SRC-compatible,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.",Full-time salaried role; not SRC-compatible. Imported from personal research tracker; verify all details before applying.,2026-07-01
hudson-institute-political-studies-summer-fellowship,Hudson Institute Political Studies,Summer Fellowship,https://hudsonpoliticalstudies.org/fellowship,Fall 2026,"Jan 9, 2026",Funding status unclear — verify on website,"Summer program in political theory and public policy with seminars, workshops, and a speaker series.","Undergraduates and recent graduates; summer program in Washington, DC",Public Policy and Government,"Open to undergraduate students, as well as graduate students/professionals, per source.",Hudson Institute Political Studies Summer Fellowship; political theory + American political principles; mentorship program. Source: hudsonpoliticalstudies.org/fellowship. Imported from personal research tracker; verify all details before applying.,2026-07-01
us-general-services-administration-gsa-us-digital-corps,U.S. General Services Administration (GSA),U.S. Digital Corps Fellowship,https://digitalcorps.gsa.gov/opportunity/,Fall,Rolling,Funded — verify amount on website,"Two-year federal fellowship placing early-career technologists on AI, cybersecurity, and data projects. Time commitment: 24.",Requires U.S. work authorization (not employer-sponsored); cohort starts ~August,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.",Requires U.S. work authorization; not employer-sponsored. Cohort typically starts August. Imported from personal research tracker; verify all details before applying.,2026-07-01
us-general-services-administration-gsa-presidential-innovation-fellows,U.S. General Services Administration (GSA),Presidential Innovation Fellows (PIF),https://presidentialinnovationfellows.gov/apply/,Annual,"Sep 30, 2026",Funded — verify amount on website,Fellowship embedding mid-to-senior technology experts in federal agencies to drive AI and digital strategy. Time commitment: 12.,U.S. citizens/nationals only; GS-15 salary; DC-based; PIF program reported terminated in 2025 — verify status before applying,AI and Tech Policy,,Open to U.S. citizens and nationals only; mid-to-senior career level. Imported from personal research tracker; verify all details before applying.,2026-07-01
princeton-university-citp-citp-fellowship-in-technology-policy,Princeton University (CITP),CITP Fellowship in Technology Policy,https://citp.princeton.edu/,Fall,"Dec 8, 2026",Funded — verify amount on website,Two-year tech policy research position with coursework and mentoring at Princeton's CITP. Time commitment: 24.,Bachelor's required; visa sponsorship available; in-person at Princeton; appointment begins ~Sep 1,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.",Bachelor's required; position is eligible for employment-related visa sponsorship. Imported from personal research tracker; verify all details before applying.,2026-07-01
princeton-university-citp-citp-emerging-scholars-program,Princeton University (CITP),CITP Emerging Scholars Program,https://citp.princeton.edu/programs/emerging-scholars-program,Fall,"Jan 12, 2026",Funded — verify amount on website,Two-year salaried post-baccalaureate research role training emerging scholars in public-interest technology. Time commitment: 24.,Bachelor's required; hired as salaried University staff (research specialist); in-residence at Princeton; notifications mid-April; starts ~Aug 24,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.",Imported from personal research tracker; verify all details before applying.,2026-07-01
institute-for-ai-policy-and-strategy-iaps-ai,Institute for AI Policy and Strategy (IAPS),AI Policy Fellowship,https://www.iaps.ai/fellowship,Annual,Verify,Funded — verify amount on website,"Fully funded ~3-month fellowship for an independent AI policy research project under mentorship, via a DC-based or remote track. No technical background required. Time commitment: 3 months (Summer cohort, incl. 2-week DC residency).","$15,000 (Fellow) or $22,000 (Senior Fellow) stipend; travel/housing & healthcare for DC residency; US work authorization required for DC track (no visa sponsorship), remote track open more broadly.",AI and Tech Policy,,Imported from personal research tracker; verify all details before applying.,2026-07-01
internet-law-policy-foundry-the-foundry-ilpf-junior,Internet Law & Policy Foundry (The Foundry),ILPF Junior Fellows Program,https://www.ilpfoundry.us/join/,Annual,Annual (~June),Unfunded / non-monetary,"Unpaid, two-year peer fellowship for early-career attorneys, technologists, and policy professionals working on internet law and technology policy (incl. AI governance), with mentorship and a professional network. Time commitment: 2 years (1yr Junior + 1yr Senior).",Unpaid/volunteer fellowship; selected via competitive review by current Fellows.,AI and Tech Policy,,Imported from personal research tracker; verify all details before applying.,2026-07-01
data-science-for-social-good-foundation-rotating-host,Data Science for Social Good Foundation (rotating host univ.),DSSG Summer Fellowship,https://dssgfellowship.org/,Verify,~Early March 2027 (est.),Funded — verify amount on website,"Project-based summer fellowship pairing technical fellows in small teams with government/nonprofit partners to build and ship data science/ML solutions to social-impact problems. Time commitment: 10 weeks, full-time, in-person.","Paid stipend covering travel/housing/expenses; restricted to currently-enrolled graduate students at US universities; no visa sponsorship; in-person required, no remote option.",Data Analysis,,Eligibility unclear — verify on website. Imported from personal research tracker; verify all details before applying.,2026-07-01
fao-schwarz-family-foundation-fao-schwarz-fellowship-in,FAO Schwarz Family Foundation,FAO Schwarz Fellowship in Social Impact,https://www.faoschwarzfellowship.org/,"Nov 1, 2026","Feb 1, 2027",Funded — verify amount on website,"Paid, two-year, full-time fellowship placing recent college graduates in front-line staff roles at leading nonprofits in Boston, NYC, and Philadelphia, with cohort-based leadership training. Time commitment: 2 years.","Total compensation ~$96,000-$110,000 (location-dependent) plus benefits over 2 years; must be graduating an accredited 4-year college/university between Nov 2026-Summer 2027; US work authorization required for full term.",Nonprofit Governance,"Open to undergraduate students, as well as graduate students/professionals, per source.",Imported from personal research tracker; verify all details before applying.,2026-07-01
national-urban-fellows-inc-national-urban-fellows-fellowship,"National Urban Fellows, Inc.",National Urban Fellows Fellowship,https://nuf.org/,Annual,Annual,Funded — verify amount on website,"14-month, full-time graduate fellowship for early-to-mid-career professionals pursuing leadership careers in government, nonprofit, philanthropic, and corporate sectors; includes an MPA or Master of Policy Management degree plus a 9-month mentorship placement. Time commitment: 14 months.","$25,000 stipend over 14 months + health insurance, book stipend, relocation assistance, full tuition; requires US citizenship/LPR/DACA, bachelor's degree, 5+ years professional experience by Jan 1 of application year.",Nonprofit Governance,,Imported from personal research tracker; verify all details before applying.,2026-07-01
national-academy-of-education-naed-naedspencer-postdoctoral-fellowship,National Academy of Education (NAEd),NAEd/Spencer Postdoctoral Fellowship,https://naeducation.org/naed-spencer-postdoctoral-fellowship/,"Aug 1, 2026",Fall 2026,Funded — verify amount on website,"Annual award funded by the Spencer Foundation providing $70,000 plus mentorship and professional development to ~25 exceptional early-career scholars conducting postdoctoral research relevant to education. Time commitment: 1 academic year full-time, or 2 years half-time.","$70,000 stipend (2 installments); must have received PhD/EdD or equivalent between Jan 1, 2021 and Dec 31, 2025; not tenured at time of application; open worldwide.",Education Research,,Eligibility unclear — verify on website. Added 2026-06-30; distinct from existing NAEd/Spencer Dissertation Fellowship (this is the postdoctoral tier); source: https://naeducation.org/naed-spencer-postdoctoral-fellowship/. Imported from personal research tracker; verify all details before applying.,2026-07-01
international-literacy-association-ila-jeanne-s-chall-research,International Literacy Association (ILA),Jeanne S. Chall Research Fellowship,https://www.literacyworldwide.org/get-involved/awards-recognition/awards-grants/ila-jeanne-s-chall-research-fellowship,Verify,Feb 2027 (est.),Funded — verify amount on website,"Awards up to $5,000 to doctoral students and graduate researchers conducting dissertation or independent research on reading acquisition, readability, reading difficulty, and related literacy topics. Time commitment: Project completed within 2 years of award; funds in 3 installments.","Up to $5,000, paid in 3 installments (45%/45%/10%); applicant must be an ILA member in good standing through ~1 year post-award.",Education Research,,Imported from personal research tracker; verify all details before applying.,2026-07-01
presidents-commission-on-white-house-fellowships-white-house,Presidents Commission on White House Fellowships,White House Fellowship,https://whff.org/apply/,Fall 2026,Verify,Funded — verify amount on website,"Prestigious one-year US federal leadership program placing a small cohort of selected Americans as full-time, paid government employees working directly for Cabinet Secretaries, the Vice President, or senior White House staff. Time commitment: 12 months.",Paid at GS-14 Step 3 federal salary; must be a US citizen with a completed undergraduate degree; federal employees ineligible except active-duty military.,Public Policy and Government,,Eligibility unclear — verify on website. Added 2026-06-30; next actionable cycle is 2027-28 (2026-27 window already closed); source: https://whff.org/apply/. Imported from personal research tracker; verify all details before applying.,2026-07-01
american-political-science-association-apsa-apsa-congressional-fellowship,American Political Science Association (APSA),APSA Congressional Fellowship Program,https://apsanet.org/programs/congressional-fellowship-program/,Fall 2027,Verify,Funded — verify amount on website,"Highly selective, nonpartisan program running since 1953 that places political scientists, journalists, and federal employees in congressional staff offices for a year-long, hands-on immersion in how Congress works. Time commitment: ~9-10 months (November-August, incl. orientation).","~$66,000 stipend (2025-26 class, may vary by cycle); PhD completed within last 15 years or dissertation defense by November of fellowship year (PoliSci track), journalists need ~2-10 years experience; no visa sponsorship.",Public Policy and Government,,Added 2026-06-30; next actionable cycle is 2027-28 (2026-27 window already closed); source: https://apsanet.org/programs/congressional-fellowship-program/. Imported from personal research tracker; verify all details before applying.,2026-07-01
national-academies-of-sciences-engineering-and-medicine-christine,"National Academies of Sciences, Engineering, and Medicine",Christine Mirzayan Science & Technology Policy Graduate Fellowship Program,https://mirzayanfellow.nas.edu/,Verify,Verify,Funded — verify amount on website,"12-week, full-time, in-person policy fellowship at the National Academies in Washington, DC, placing graduate students/recent graduates with mentors to learn how science and technology inform national policy. Time commitment: 12 weeks.","$11,000 stipend (paid week 1) plus round-trip travel; must be a current graduate student in dissertation phase or have earned that degree within last 5 years; must already be US-based, no visa sponsorship.",Public Policy and Government,,Eligibility unclear — verify on website. Imported from personal research tracker; verify all details before applying.,2026-07-01
